original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
’,,,’,,,,,,,,,
t,,,s,,,,,,,,,
know,,going,,,,,,,,,,
how,,to,,,,,,,,,,
you,,try,,,,,,,,,,
found,,and,,,,,,,,,,
out,,steal,,,,,,,,,,
about,,the,,,,,,,,,,
the,,Stone,,,,,,,,,,
Stone,,.,,,,EOS,,,,,,
",",,I’ve,,,I,BOS,,,,,,
but,,,’,,,,,,,,,
rest,,,ve,,,,,,,,,
assured,,got,,,,,,,,,,
",",,to,,,,,,,,,,
no,,talk,,,,,,,,,,
one,,to,,,,,,,,,,
can,,Professor,,,,,,,,,,
possibly,,Dumbledore,,,,,,,,,,
steal,,.,,,.”,,,,,,,
it,,”,,add,,EOS,,,,,,
",",,She,,,,BOS,,,,,,
it,,eyed,,,,,,,,,,
’,,him,,,,,,,,,,
s,,with,,,,,,,,,,
too,,a,,,,,,,,,,
well,,mixture,,,,,,,,,,
protected,,of,,,,,,,,,,
.”,,shock,,,,,,,,,,
“,,and,,,,,,,,,,
But,,suspicion,,,,,,,,,,
Professor,,.,,,,EOS,,,,,,
—,,“,,,,BOS,,,,,,
”,,Professor,,,,,,,,,,
“,,Dumbledore,,,,,,,,,,
Potter,,will,,,,,,,,,,
",",,be,,,,,,,,,,
I,,back,,,,,,,,,,
know,,tomorrow,,,,,,,,,,
what,,",",,,",”",,,,,,,
I,,”,,add,,,,,,,,
’,,she,,,,,,,,,,
m,,said,,,,,,,,,,
talking,,finally,,,,,,,,,,
about,,.,,,,EOS,,,,,,
",”",,“,,,,BOS,,,,,,
she,,I,,,,,,,,,,
said,,don’t,,,don,,,,,,,
shortly,,,’,,,,,,,,,
.,,,t,,,,,,,,,
She,,know,,,,,,,,,,
bent,,how,,,,,,,,,,
down,,you,,,,,,,,,,
and,,found,,,,,,,,,,
gathered,,out,,,,,,,,,,
up,,about,,,,,,,,,,
the,,the,,,,,,,,,,
fallen,,Stone,,,,,,,,,,
books,,",",,,,,,,,,,
.,,but,,,,,,,,,,
“,,rest,,,,,,,,,,
I,,assured,,,,,,,,,,
suggest,,",",,,,,,,,,,
you,,no,,,,,,,,,,
all,,one,,,,,,,,,,
go,,can,,,,,,,,,,
back,,possibly,,,,,,,,,,
outside,,steal,,,,,,,,,,
and,,it,,,,,,,,,,
enjoy,,",",,,,,,,,,,
the,,it’s,,,it,,,,,,,
sunshine,,,’,,,,,,,,,
.”,,,s,,,,,,,,,
But,,too,,,,,,,,,,
they,,well,,,,,,,,,,
didn,,protected,,,,,,,,,,
’,,.,,,.”,,,,,,,
t,,”,,add,,EOS,,,,,,
.,,“,,,,BOS,,,,,,
“,,But,,,,,,,,,,
It,,Professor,,,,,,,,,,
’,,—,,,,,,,,,,
s,,”,,,,EOS,,,,,,
tonight,,“,,,,BOS,,,,,,
",”",,Potter,,,,,,,,,,
said,,",",,,,,,,,,,
Harry,,I,,,,,,,,,,
",",,know,,,,,,,,,,
once,,what,,,,,,,,,,
he,,I’m,,,I,,,,,,,
was,,,’,,,,,,,,,
sure,,,m,,,,,,,,,
Professor,,talking,,,,,,,,,,
McGonagall,,about,,,,,,,,,,
was,,",",,,",”",,,,,,,
out,,”,,add,,,,,,,,
of,,she,,,,,,,,,,
earshot,,said,,,,,,,,,,
.,,shortly,,,,,,,,,,
“,,.,,,,EOS,,,,,,
Snape,,She,,,,BOS,,,,,,
’,,bent,,,,,,,,,,
s,,down,,,,,,,,,,
going,,and,,,,,,,,,,
through,,gathered,,,,,,,,,,
the,,up,,,,,,,,,,
trapdoor,,the,,,,,,,,,,
tonight,,fallen,,,,,,,,,,
.,,books,,,,,,,,,,
He,,.,,,,EOS,,,,,,
’,,“,,,,BOS,,,,,,
s,,I,,,,,,,,,,
found,,suggest,,,,,,,,,,
out,,you,,,,,,,,,,
everything,,all,,,,,,,,,,
he,,go,,,,,,,,,,
needs,,back,,,,,,,,,,
",",,outside,,,,,,,,,,
and,,and,,,,,,,,,,
now,,enjoy,,,,,,,,,,
he,,the,,,,,,,,,,
’,,sunshine,,,,,,,,,,
s,,.,,,.”,,,,,,,
got,,”,,add,,EOS,,,,,,
Dumbledore,,But,,,,BOS,,,,,,
out,,they,,,,,,,,,,
of,,didn’t,,,didn,,,,,,,
the,,,’,,,,,,,,,
way,,,t,,,,,,,,,
.,,.,,,,EOS,,,,,,
He,,“,,,,BOS,,,,,,
sent,,It’s,,,It,,,,,,,
that,,,’,,,,,,,,,
note,,,s,,,,,,,,,
",",,tonight,,,,,,,,,,
I,,",",,,",”",,,,,,,
bet,,”,,add,,,,,,,,
the,,said,,,,,,,,,,
Ministry,,Harry,,,,,,,,,,
of,,",",,,,,,,,,,
Magic,,once,,,,,,,,,,
will,,he,,,,,,,,,,
get,,was,,,,,,,,,,
a,,sure,,,,,,,,,,
real,,Professor,,,,,,,,,,
shock,,McGonagall,,,,,,,,,,
when,,was,,,,,,,,,,
Dumbledore,,out,,,,,,,,,,
turns,,of,,,,,,,,,,
up,,earshot,,,,,,,,,,
.”,,.,,,,EOS,,,,,,
“,,“,,,,BOS,,,,,,
But,,Snape’s,,,Snape,,,,,,,
what,,,’,,,,,,,,,
can,,,s,,,,,,,,,
we,,going,,,,,,,,,,
—,,through,,,,,,,,,,
”,,the,,,,,,,,,,
Hermione,,trapdoor,,,,,,,,,,
gasped,,tonight,,,,,,,,,,
.,,.,,,,EOS,,,,,,
Harry,,He’s,,,He,BOS,,,,,,
and,,,’,,,,,,,,,
Ron,,,s,,,,,,,,,
wheeled,,found,,,,,,,,,,
round,,out,,,,,,,,,,
.,,everything,,,,,,,,,,
Snape,,he,,,,,,,,,,
was,,needs,,,,,,,,,,
standing,,",",,,,,,,,,,
there,,and,,,,,,,,,,
.,,now,,,,,,,,,,
“,,he’s,,,he,,,,,,,
Good,,,’,,,,,,,,,
afternoon,,,s,,,,,,,,,
",”",,got,,,,,,,,,,
he,,Dumbledore,,,,,,,,,,
said,,out,,,,,,,,,,
smoothly,,of,,,,,,,,,,
.,,the,,,,,,,,,,
They,,way,,,,,,,,,,
stared,,.,,,,EOS,,,,,,
at,,He,,,,BOS,,,,,,
him,,sent,,,,,,,,,,
.,,that,,,,,,,,,,
“,,note,,,,,,,,,,
You,,",",,,,,,,,,,
shouldn,,I,,,,,,,,,,
’,,bet,,,,,,,,,,
t,,the,,,,,,,,,,
be,,Ministry,,,,,,,,,,
inside,,of,,,,,,,,,,
on,,Magic,,,,,,,,,,
a,,will,,,,,,,,,,
day,,get,,,,,,,,,,
like,,a,,,,,,,,,,
this,,real,,,,,,,,,,
",”",,shock,,,,,,,,,,
he,,when,,,,,,,,,,
said,,Dumbledore,,,,,,,,,,
",",,turns,,,,,,,,,,
with,,up,,,,,,,,,,
an,,.,,,.”,,,,,,,
odd,,”,,add,,EOS,,,,,,
",",,“,,,,BOS,,,,,,
twisted,,But,,,,,,,,,,
smile,,what,,,,,,,,,,
.,,can,,,,,,,,,,
“,,we,,,,,,,,,,
We,,—,,,,,,,,,,
were,,”,,,,,,,,,,
—,,Hermione,,,,,,,,,,
”,,gasped,,,,,,,,,,
Harry,,.,,,,EOS,,,,,,
began,,Harry,,,,BOS,,,,,,
",",,and,,,,,,,,,,
without,,Ron,,,,,,,,,,
any,,wheeled,,,,,,,,,,
idea,,round,,,,,,,,,,
what,,.,,,,EOS,,,,,,
he,,Snape,,,,BOS,,,,,,
was,,was,,,,,,,,,,
going,,standing,,,,,,,,,,
to,,there,,,,,,,,,,
say,,.,,,,EOS,,,,,,
.,,“,,,,BOS,,,,,,
“,,Good,,,,,,,,,,
You,,afternoon,,,,,,,,,,
want,,",",,,",”",,,,,,,
to,,”,,add,,,,,,,,
be,,he,,,,,,,,,,
more,,said,,,,,,,,,,
careful,,smoothly,,,,,,,,,,
",”",,.,,,,EOS,,,,,,
said,,They,,,,BOS,,,,,,
Snape,,stared,,,,,,,,,,
.,,at,,,,,,,,,,
“,,him,,,,,,,,,,
Hanging,,.,,,,EOS,,,,,,
around,,“,,,,BOS,,,,,,
like,,You,,,,,,,,,,
this,,shouldn’t,,,shouldn,,,,,,,
",",,,’,,,,,,,,,
people,,,t,,,,,,,,,
will,,be,,,,,,,,,,
think,,inside,,,,,,,,,,
you,,on,,,,,,,,,,
’,,a,,,,,,,,,,
re,,day,,,,,,,,,,
up,,like,,,,,,,,,,
to,,this,,,,,,,,,,
something,,",",,,",”",,,,,,,
.,,”,,add,,,,,,,,
And,,he,,,,,,,,,,
Gryffindor,,said,,,,,,,,,,
really,,",",,,,,,,,,,
can,,with,,,,,,,,,,
’,,an,,,,,,,,,,
t,,odd,,,,,,,,,,
afford,,",",,,,,,,,,,
to,,twisted,,,,,,,,,,
lose,,smile,,,,,,,,,,
any,,.,,,,EOS,,,,,,
more,,“,,,,BOS,,,,,,
points,,We,,,,,,,,,,
",",,were,,,,,,,,,,
can,,—,,,,,,,,,,
it,,”,,,,,,,,,,
?”,,Harry,,,,,,,,,,
Harry,,began,,,,,,,,,,
flushed,,",",,,,,,,,,,
.,,without,,,,,,,,,,
They,,any,,,,,,,,,,
turned,,idea,,,,,,,,,,
to,,what,,,,,,,,,,
go,,he,,,,,,,,,,
outside,,was,,,,,,,,,,
",",,going,,,,,,,,,,
but,,to,,,,,,,,,,
Snape,,say,,,,,,,,,,
called,,.,,,,EOS,,,,,,
them,,“,,,,BOS,,,,,,
back,,You,,,,,,,,,,
.,,want,,,,,,,,,,
“,,to,,,,,,,,,,
Be,,be,,,,,,,,,,
warned,,more,,,,,,,,,,
",",,careful,,,,,,,,,,
Potter,,",",,,",”",,,,,,,
—,,”,,add,,,,,,,,
any,,said,,,,,,,,,,
more,,Snape,,,,,,,,,,
nighttime,,.,,,,EOS,,,,,,
wanderings,,“,,,,BOS,,,,,,
and,,Hanging,,,,,,,,,,
I,,around,,,,,,,,,,
will,,like,,,,,,,,,,
personally,,this,,,,,,,,,,
make,,",",,,,,,,,,,
sure,,people,,,,,,,,,,
you,,will,,,,,,,,,,
are,,think,,,,,,,,,,
expelled,,you’re,,,you,,,,,,,
.,,,’,,,,,,,,,
Good,,,re,,,,,,,,,
day,,up,,,,,,,,,,
to,,to,,,,,,,,,,
you,,something,,,,,,,,,,
.”,,.,,,,EOS,,,,,,
He,,And,,,,BOS,,,,,,
strode,,Gryffindor,,,,,,,,,,
off,,really,,,,,,,,,,
in,,can’t,,,can,,,,,,,
the,,,’,,,,,,,,,
direction,,,t,,,,,,,,,
of,,afford,,,,,,,,,,
the,,to,,,,,,,,,,
staffroom,,lose,,,,,,,,,,
.,,any,,,,,,,,,,
Out,,more,,,,,,,,,,
on,,points,,,,,,,,,,
the,,",",,,,,,,,,,
stone,,can,,,,,,,,,,
steps,,it,,,,,,,,,,
",",,?,,,?”,,,,,,,
Harry,,”,,add,,EOS,,,,,,
turned,,Harry,,,,BOS,,,,,,
to,,flushed,,,,,,,,,,
the,,.,,,,EOS,,,,,,
others,,They,,,,BOS,,,,,,
.,,turned,,,,,,,,,,
“,,to,,,,,,,,,,
Right,,go,,,,,,,,,,
",",,outside,,,,,,,,,,
here,,",",,,,,,,,,,
’,,but,,,,,,,,,,
s,,Snape,,,,,,,,,,
what,,called,,,,,,,,,,
we,,them,,,,,,,,,,
’,,back,,,,,,,,,,
ve,,.,,,,EOS,,,,,,
got,,“,,,,BOS,,,,,,
to,,Be,,,,,,,,,,
do,,warned,,,,,,,,,,
",”",,",",,,,,,,,,,
he,,Potter,,,,,,,,,,
whispered,,—,,,,,,,,,,
urgently,,any,,,,,,,,,,
.,,more,,,,,,,,,,
“,,nighttime,,,,,,,,,,
One,,wanderings,,,,,,,,,,
of,,and,,,,,,,,,,
us,,I,,,,,,,,,,
has,,will,,,,,,,,,,
got,,personally,,,,,,,,,,
to,,make,,,,,,,,,,
keep,,sure,,,,,,,,,,
an,,you,,,,,,,,,,
eye,,are,,,,,,,,,,
on,,expelled,,,,,,,,,,
Snape,,.,,,,EOS,,,,,,
—,,Good,,,,BOS,,,,,,
wait,,day,,,,,,,,,,
outside,,to,,,,,,,,,,
the,,you,,,,,,,,,,
staff,,.,,,.”,,,,,,,
room,,”,,add,,EOS,,,,,,
and,,He,,,,BOS,,,,,,
follow,,strode,,,,,,,,,,
him,,off,,,,,,,,,,
if,,in,,,,,,,,,,
he,,the,,,,,,,,,,
leaves,,direction,,,,,,,,,,
it,,of,,,,,,,,,,
.,,the,,,,,,,,,,
Hermione,,staffroom,,,,,,,,,,
",",,.,,,,EOS,,,,,,
you,,Out,,,,BOS,,,,,,
’,,on,,,,,,,,,,
d,,the,,,,,,,,,,
better,,stone,,,,,,,,,,
do,,steps,,,,,,,,,,
that,,",",,,,,,,,,,
.”,,Harry,,,,,,,,,,
“,,turned,,,,,,,,,,
Why,,to,,,,,,,,,,
me,,the,,,,,,,,,,
?”,,others,,,,,,,,,,
“,,.,,,,EOS,,,,,,
It,,“,,,,BOS,,,,,,
’,,Right,,,,,,,,,,
s,,",",,,,,,,,,,
obvious,,here’s,,,here,,,,,,,
",”",,,’,,,,,,,,,
said,,,s,,,,,,,,,
Ron,,what,,,,,,,,,,
.,,we’ve,,,we,,,,,,,
“,,,’,,,,,,,,,
You,,,ve,,,,,,,,,
can,,got,,,,,,,,,,
pretend,,to,,,,,,,,,,
to,,do,,,,,,,,,,
be,,",",,,",”",,,,,,,
waiting,,”,,add,,,,,,,,
for,,he,,,,,,,,,,
Professor,,whispered,,,,,,,,,,
Flitwick,,urgently,,,,,,,,,,
",",,.,,,,EOS,,,,,,
you,,“,,,,BOS,,,,,,
know,,One,,,,,,,,,,
.”,,of,,,,,,,,,,
He,,us,,,,,,,,,,
put,,has,,,,,,,,,,
on,,got,,,,,,,,,,
a,,to,,,,,,,,,,
high,,keep,,,,,,,,,,
voice,,an,,,,,,,,,,
",",,eye,,,,,,,,,,
‘“,,on,,,,,,,,,,
Oh,,Snape,,,,,,,,,,
Professor,,—,,,,,,,,,,
Flitwick,,wait,,,,,,,,,,
",",,outside,,,,,,,,,,
I,,the,,,,,,,,,,
’,,staff,,,,,,,,,,
m,,room,,,,,,,,,,
so,,and,,,,,,,,,,
worried,,follow,,,,,,,,,,
",",,him,,,,,,,,,,
I,,if,,,,,,,,,,
think,,he,,,,,,,,,,
I,,leaves,,,,,,,,,,
got,,it,,,,,,,,,,
question,,.,,,,EOS,,,,,,
fourteen,,Hermione,,,,BOS,,,,,,
b,,",",,,,,,,,,,
wrong,,you’d,,,you,,,,,,,
...,,,’,,,,,,,,,
’”,,,d,,,,,,,,,
“,,better,,,,,,,,,,
Oh,,do,,,,,,,,,,
",",,that,,,,,,,,,,
shut,,.,,,.”,,,,,,,
up,,”,,add,,EOS,,,,,,
",”",,“,,,,BOS,,,,,,
said,,Why,,,,,,,,,,
Hermione,,me,,,,,,,,,,
",",,?,,,?”,,,,,,,
but,,”,,add,,EOS,,,,,,
she,,“,,,,BOS,,,,,,
agreed,,It’s,,,It,,,,,,,
to,,,’,,,,,,,,,
go,,,s,,,,,,,,,
and,,obvious,,,,,,,,,,
watch,,",",,,",”",,,,,,,
out,,”,,add,,,,,,,,
for,,said,,,,,,,,,,
Snape,,Ron,,,,,,,,,,
.,,.,,,,EOS,,,,,,
“,,“,,,,BOS,,,,,,
And,,You,,,,,,,,,,
we,,can,,,,,,,,,,
’,,pretend,,,,,,,,,,
d,,to,,,,,,,,,,
better,,be,,,,,,,,,,
stay,,waiting,,,,,,,,,,
outside,,for,,,,,,,,,,
the,,Professor,,,,,,,,,,
third,,Flitwick,,,,,,,,,,
-,,",",,,,,,,,,,
floor,,you,,,,,,,,,,
corridor,,know,,,,,,,,,,
",”",,.,,,.”,,,,,,,
Harry,,”,,add,,EOS,,,,,,
told,,He,,,,BOS,,,,,,
Ron,,put,,,,,,,,,,
.,,on,,,,,,,,,,
“,,a,,,,,,,,,,
Come,,high,,,,,,,,,,
on,,voice,,,,,,,,,,
.”,,",",,,,,,,,,,
But,,“,,,‘“,,,,,,,
that,,‘,,add,,,,,,,,
part,,Oh,,,,,,,,,,
of,,Professor,,,,,,,,,,
the,,Flitwick,,,,,,,,,,
plan,,",",,,,,,,,,,
didn,,I’m,,,I,,,,,,,
’,,,’,,,,,,,,,
t,,,m,,,,,,,,,
work,,so,,,,,,,,,,
.,,worried,,,,,,,,,,
No,,",",,,,,,,,,,
sooner,,I,,,,,,,,,,
had,,think,,,,,,,,,,
they,,I,,,,,,,,,,
reached,,got,,,,,,,,,,
the,,question,,,,,,,,,,
door,,fourteen,,,,,,,,,,
separating,,b,,,,,,,,,,
Fluffy,,wrong,,,,,,,,,,
from,,.,,,...,,,,,,,
the,,.,,add,,,,,,,,
rest,,.,,add,,,,,,,,
of,,’,,,’”,,,,,,,
the,,”,,add,,EOS,,,,,,
school,,“,,,,BOS,,,,,,
than,,Oh,,,,,,,,,,
Professor,,",",,,,,,,,,,
McGonagall,,shut,,,,,,,,,,
turned,,up,,,,,,,,,,
up,,",",,,",”",,,,,,,
again,,”,,add,,,,,,,,
and,,said,,,,,,,,,,
this,,Hermione,,,,,,,,,,
time,,",",,,,,,,,,,
",",,but,,,,,,,,,,
she,,she,,,,,,,,,,
lost,,agreed,,,,,,,,,,
her,,to,,,,,,,,,,
temper,,go,,,,,,,,,,
.,,and,,,,,,,,,,
“,,watch,,,,,,,,,,
I,,out,,,,,,,,,,
suppose,,for,,,,,,,,,,
you,,Snape,,,,,,,,,,
think,,.,,,,EOS,,,,,,
you,,“,,,,BOS,,,,,,
’,,And,,,,,,,,,,
re,,we’d,,,we,,,,,,,
harder,,,’,,,,,,,,,
to,,,d,,,,,,,,,
get,,better,,,,,,,,,,
past,,stay,,,,,,,,,,
than,,outside,,,,,,,,,,
a,,the,,,,,,,,,,
pack,,third-floor,,,third,,,,,,,
of,,,-,,,,,,,,,
enchantments,,,floor,,,,,,,,,
!”,,corridor,,,,,,,,,,
she,,",",,,",”",,,,,,,
stonned,,”,,add,,,,,,,,
.,,Harry,,,,,,,,,,
“,,told,,,,,,,,,,
Enough,,Ron,,,,,,,,,,
of,,.,,,,EOS,,,,,,
this,,“,,,,BOS,,,,,,
nonsense,,Come,,,,,,,,,,
!,,on,,,,,,,,,,
If,,.,,,.”,,,,,,,
I,,”,,add,,EOS,,,,,,
hear,,But,,,,BOS,,,,,,
you,,that,,,,,,,,,,
’,,part,,,,,,,,,,
ve,,of,,,,,,,,,,
come,,the,,,,,,,,,,
anywhere,,plan,,,,,,,,,,
near,,didn’t,,,didn,,,,,,,
here,,,’,,,,,,,,,
again,,,t,,,,,,,,,
",",,work,,,,,,,,,,
I,,.,,,,EOS,,,,,,
’,,No,,,,BOS,,,,,,
ll,,sooner,,,,,,,,,,
take,,had,,,,,,,,,,
another,,they,,,,,,,,,,
fifty,,reached,,,,,,,,,,
points,,the,,,,,,,,,,
from,,door,,,,,,,,,,
Gryffindor,,separating,,,,,,,,,,
!,,Fluffy,,,,,,,,,,
Yes,,from,,,,,,,,,,
",",,the,,,,,,,,,,
Weasley,,rest,,,,,,,,,,
",",,of,,,,,,,,,,
from,,the,,,,,,,,,,
my,,school,,,,,,,,,,
own,,than,,,,,,,,,,
house,,Professor,,,,,,,,,,
!”,,McGonagall,,,,,,,,,,
Harry,,turned,,,,,,,,,,
and,,up,,,,,,,,,,
Ron,,again,,,,,,,,,,
went,,and,,,,,,,,,,
back,,this,,,,,,,,,,
to,,time,,,,,,,,,,
the,,",",,,,,,,,,,
common,,she,,,,,,,,,,
room,,lost,,,,,,,,,,
",",,her,,,,,,,,,,
Harry,,temper,,,,,,,,,,
had,,.,,,,EOS,,,,,,
just,,“,,,,BOS,,,,,,
said,,I,,,,,,,,,,
",",,suppose,,,,,,,,,,
“,,you,,,,,,,,,,
At,,think,,,,,,,,,,
least,,you’re,,,you,,,,,,,
Hermione,,,’,,,,,,,,,
’,,,re,,,,,,,,,
s,,harder,,,,,,,,,,
on,,to,,,,,,,,,,
Snape,,get,,,,,,,,,,
’,,past,,,,,,,,,,
s,,than,,,,,,,,,,
tail,,a,,,,,,,,,,
",”",,pack,,,,,,,,,,
when,,of,,,,,,,,,,
the,,enchantments,,,,,,,,,,
portrait,,!,,,!”,,,,,,,
of,,”,,add,,,,,,,,
the,,she,,,,,,,,,,
Fat,,stonned,,,,,,,,,,
Lady,,.,,,,EOS,,,,,,
swung,,“,,,,BOS,,,,,,
open,,Enough,,,,,,,,,,
and,,of,,,,,,,,,,
Hermione,,this,,,,,,,,,,
came,,nonsense,,,,,,,,,,
in,,!,,,,EOS,,,,,,
.,,If,,,,BOS,,,,,,
“,,I,,,,,,,,,,
I,,hear,,,,,,,,,,
’,,you’ve,,,you,,,,,,,
m,,,’,,,,,,,,,
sorry,,,ve,,,,,,,,,
",",,come,,,,,,,,,,
Harry,,anywhere,,,,,,,,,,
!”,,near,,,,,,,,,,
she,,here,,,,,,,,,,
wailed,,again,,,,,,,,,,
.,,",",,,,,,,,,,
“,,I’ll,,,I,,,,,,,
Snape,,,’,,,,,,,,,
came,,,ll,,,,,,,,,
out,,take,,,,,,,,,,
and,,another,,,,,,,,,,
asked,,fifty,,,,,,,,,,
me,,points,,,,,,,,,,
what,,from,,,,,,,,,,
I,,Gryffindor,,,,,,,,,,
was,,!,,,,EOS,,,,,,
doing,,Yes,,,,BOS,,,,,,
",",,",",,,,,,,,,,
so,,Weasley,,,,,,,,,,
I,,",",,,,,,,,,,
said,,from,,,,,,,,,,
I,,my,,,,,,,,,,
was,,own,,,,,,,,,,
waiting,,house,,,,,,,,,,
for,,!,,,!”,,,,,,,
Flitwick,,”,,add,,EOS,,,,,,
",",,Harry,,,,BOS,,,,,,
and,,and,,,,,,,,,,
Snape,,Ron,,,,,,,,,,
went,,went,,,,,,,,,,
to,,back,,,,,,,,,,
get,,to,,,,,,,,,,
him,,the,,,,,,,,,,
",",,common,,,,,,,,,,
and,,room,,,,,,,,,,
I,,",",,,,,,,,,,
’,,Harry,,,,,,,,,,
ve,,had,,,,,,,,,,
only,,just,,,,,,,,,,
just,,said,,,,,,,,,,
got,,",",,,,,,,,,,
away,,“,,,,,,,,,,
",",,At,,,,,,,,,,
I,,least,,,,,,,,,,
don,,Hermione’s,,,Hermione,,,,,,,
’,,,’,,,,,,,,,
t,,,s,,,,,,,,,
know,,on,,,,,,,,,,
where,,Snape’s,,,Snape,,,,,,,
Snape,,,’,,,,,,,,,
went,,,s,,,,,,,,,
.”,,tail,,,,,,,,,,
“,,",",,,",”",,,,,,,
Well,,”,,add,,,,,,,,
",",,when,,,,,,,,,,
that,,the,,,,,,,,,,
’,,portrait,,,,,,,,,,
s,,of,,,,,,,,,,
it,,the,,,,,,,,,,
then,,Fat,,,,,,,,,,
",",,Lady,,,,,,,,,,
isn,,swung,,,,,,,,,,
’,,open,,,,,,,,,,
t,,and,,,,,,,,,,
it,,Hermione,,,,,,,,,,
?”,,came,,,,,,,,,,
Harry,,in,,,,,,,,,,
said,,.,,,,EOS,,,,,,
.,,“,,,,BOS,,,,,,
The,,I’m,,,I,,,,,,,
other,,,’,,,,,,,,,
two,,,m,,,,,,,,,
stared,,sorry,,,,,,,,,,
at,,",",,,,,,,,,,
him,,Harry,,,,,,,,,,
.,,!,,,!”,,,,,,,
He,,”,,add,,,,,,,,
was,,she,,,,,,,,,,
pale,,wailed,,,,,,,,,,
and,,.,,,,EOS,,,,,,
his,,“,,,,BOS,,,,,,
eyes,,Snape,,,,,,,,,,
were,,came,,,,,,,,,,
glittering,,out,,,,,,,,,,
.,,and,,,,,,,,,,
“,,asked,,,,,,,,,,
I,,me,,,,,,,,,,
’,,what,,,,,,,,,,
m,,I,,,,,,,,,,
going,,was,,,,,,,,,,
out,,doing,,,,,,,,,,
of,,",",,,,,,,,,,
here,,so,,,,,,,,,,
tonight,,I,,,,,,,,,,
and,,said,,,,,,,,,,
I,,I,,,,,,,,,,
’,,was,,,,,,,,,,
m,,waiting,,,,,,,,,,
going,,for,,,,,,,,,,
to,,Flitwick,,,,,,,,,,
try,,",",,,,,,,,,,
and,,and,,,,,,,,,,
get,,Snape,,,,,,,,,,
to,,went,,,,,,,,,,
the,,to,,,,,,,,,,
Stone,,get,,,,,,,,,,
first,,him,,,,,,,,,,
.”,,",",,,,,,,,,,
“,,and,,,,,,,,,,
You,,I’ve,,,I,,,,,,,
’,,,’,,,,,,,,,
re,,,ve,,,,,,,,,
mad,,only,,,,,,,,,,
!”,,just,,,,,,,,,,
said,,got,,,,,,,,,,
Ron,,away,,,,,,,,,,
.,,",",,,,,,,,,,
“,,I,,,,,,,,,,
You,,don’t,,,don,,,,,,,
can,,,’,,,,,,,,,
’,,,t,,,,,,,,,
t,,know,,,,,,,,,,
!”,,where,,,,,,,,,,
said,,Snape,,,,,,,,,,
Hennione,,went,,,,,,,,,,
.,,.,,,.”,,,,,,,
“,,”,,add,,EOS,,,,,,
After,,“,,,,BOS,,,,,,
what,,Well,,,,,,,,,,
McGonagall,,",",,,,,,,,,,
and,,that’s,,,that,,,,,,,
Snape,,,’,,,,,,,,,
have,,,s,,,,,,,,,
said,,it,,,,,,,,,,
?,,then,,,,,,,,,,
You,,",",,,,,,,,,,
’,,isn’t,,,isn,,,,,,,
ll,,,’,,,,,,,,,
be,,,t,,,,,,,,,
expelled,,it,,,,,,,,,,
!”,,?,,,?”,,,,,,,
“,,”,,add,,,,,,,,
SO,,Harry,,,,,,,,,,
WHAT,,said,,,,,,,,,,
”,,.,,,,EOS,,,,,,
Harry,,The,,,,BOS,,,,,,
shouted,,other,,,,,,,,,,
.,,two,,,,,,,,,,
“,,stared,,,,,,,,,,
Don,,at,,,,,,,,,,
’,,him,,,,,,,,,,
t,,.,,,,EOS,,,,,,
you,,He,,,,BOS,,,,,,
understand,,was,,,,,,,,,,
?,,pale,,,,,,,,,,
If,,and,,,,,,,,,,
Snape,,his,,,,,,,,,,
gets,,eyes,,,,,,,,,,
hold,,were,,,,,,,,,,
of,,glittering,,,,,,,,,,
the,,.,,,,EOS,,,,,,
Stone,,“,,,,BOS,,,,,,
",",,I’m,,,I,,,,,,,
Voldemort,,,’,,,,,,,,,
’,,,m,,,,,,,,,
s,,going,,,,,,,,,,
coming,,out,,,,,,,,,,
back,,of,,,,,,,,,,
!,,here,,,,,,,,,,
Haven,,tonight,,,,,,,,,,
’,,and,,,,,,,,,,
t,,I’m,,,I,,,,,,,
you,,,’,,,,,,,,,
heard,,,m,,,,,,,,,
what,,going,,,,,,,,,,
it,,to,,,,,,,,,,
was,,try,,,,,,,,,,
like,,and,,,,,,,,,,
when,,get,,,,,,,,,,
he,,to,,,,,,,,,,
was,,the,,,,,,,,,,
trying,,Stone,,,,,,,,,,
to,,first,,,,,,,,,,
take,,.,,,.”,,,,,,,
over,,”,,add,,EOS,,,,,,
?,,“,,,,BOS,,,,,,
There,,You’re,,,You,,,,,,,
won,,,’,,,,,,,,,
’,,,re,,,,,,,,,
t,,mad,,,,,,,,,,
be,,!,,,!”,,,,,,,
any,,”,,add,,,,,,,,
Hogwarts,,said,,,,,,,,,,
to,,Ron,,,,,,,,,,
get,,.,,,,EOS,,,,,,
expelled,,“,,,,BOS,,,,,,
from,,You,,,,,,,,,,
!,,can’t,,,can,,,,,,,
He,,,’,,,,,,,,,
’,,,t,,,,,,,,,
ll,,!,,,!”,,,,,,,
flatten,,”,,add,,,,,,,,
it,,said,,,,,,,,,,
",",,Hermione,,,Hennione,,,,,,,
or,,.,,,,EOS,,,,,,
turn,,“,,,,BOS,,,,,,
it,,After,,,,,,,,,,
into,,what,,,,,,,,,,
a,,McGonagall,,,,,,,,,,
school,,and,,,,,,,,,,
for,,Snape,,,,,,,,,,
the,,have,,,,,,,,,,
Dark,,said,,,,,,,,,,
