original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
",",,He,,,,BOS,,,,,,
I,,put,,,,,,,,,,
don,,Hagrid’s,,,Hagrid,,,,,,,
’,,,’,,,,,,,,,
t,,,s,,,,,,,,,
!”,,flute,,,,,,,,,,
“,,to,,,,,,,,,,
All,,his,,,,,,,,,,
right,,lips,,,,,,,,,,
.”,,and,,,,,,,,,,
Ron,,blew,,,,,,,,,,
gritted,,.,,,,EOS,,p,w_p_pre,,,
his,,It,,,,BOS,,,,,,
teeth,,wasn’t,,,wasn,,,,,,,
and,,,’,,,,,,,,,
stepped,,,t,,,,,,,,,
carefully,,really,,,,,,,,,,
over,,a,,,,,,,,,,
the,,tune,,,,,,,,,,
dog,,",",,,,,,p,w_p_pre,,,
’,,but,,,,,,,,,,
s,,from,,,,,,,,,,
legs,,the,,,,,,,,,,
.,,first,,,,,,,,,,
He,,note,,,,,,,,,,
bent,,the,,,,,,,,,,
and,,beast’s,,,beast,,,,,,,
pulled,,,’,,,,,,,,,
the,,,s,,,,,,,,,
ring,,eyes,,,,,,,,,,
of,,began,,,,,,,,,,
the,,to,,,,,,,,,,
trapdoor,,droop,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
which,,Harry,,,,BOS,,,,,,
swung,,hardly,,,,,,,,,,
up,,drew,,,,,,,,,,
and,,breath,,,,,,,,,,
open,,.,,,,EOS,,p,w_p_pre,,,
.,,Slowly,,,,BOS,,,,,,
“,,",",,,,,,p,w_p_pre,,,
What,,the,,,,,,,,,,
can,,dog’s,,,dog,,,,,,,
you,,,’,,,,,,,,,
see,,,s,,,,,,,,,
?”,,growls,,,,,,,,,,
Hermione,,ceased,,,,,,,,,,
said,,—,,,,,,p,w_p_pre,,,
anxiously,,it,,,,,,,,,,
.,,tottered,,,,,,,,,,
“,,on,,,,,,,,,,
Nothing,,its,,,,,,,,,,
—,,paws,,,,,,,,,,
just,,and,,,,,,,,,,
black,,fell,,,,,,,,,,
—,,to,,,,,,,,,,
there,,its,,,,,,,,,,
’,,knees,,,,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
no,,then,,,,,,,,,,
way,,it,,,,,,,,,,
of,,slumped,,,,,,,,,,
climbing,,to,,,,,,,,,,
down,,the,,,,,,,,,,
",",,ground,,,,,,,,,,
we,,",",,,,,,p,w_p_pre,,,
’,,fast,,,,,,,,,,
ll,,asleep,,,,,,,,,,
just,,.,,,,EOS,EOP,p,w_p_pre,,,
have,,“,,,,BOS,BOP,p,w_p_fol,,,
to,,Keep,,,,,,,,,,
drop,,playing,,,,,,,,,,
.”,,",",,,",”",,,p,w_p_pre,,,
Harry,,”,,add,,,,p,w_p_pre,,,
",",,Ron,,,,,,,,,,
who,,warned,,,,,,,,,,
was,,Harry,,,,,,,,,,
still,,as,,,,,,,,,,
playing,,they,,,,,,,,,,
the,,slipped,,,,,,,,,,
flute,,out,,,,,,,,,,
",",,of,,,,,,,,,,
waved,,the,,,,,,,,,,
at,,cloak,,,,,,,,,,
Ron,,and,,,,,,,,,,
to,,crept,,,,,,,,,,
get,,toward,,,,,,,,,,
his,,the,,,,,,,,,,
attention,,trapdoor,,,,,,,,,,
and,,.,,,,EOS,,p,w_p_pre,,,
pointed,,They,,,,BOS,,,,,,
at,,could,,,,,,,,,,
himself,,feel,,,,,,,,,,
.,,the,,,,,,,,,,
“,,dog’s,,,dog,,,,,,,
You,,,’,,,,,,,,,
want,,,s,,,,,,,,,
to,,hot,,,,,,,,,,
go,,",",,,,,,p,w_p_pre,,,
first,,smelly,,,,,,,,,,
?,,breath,,,,,,,,,,
Are,,as,,,,,,,,,,
you,,they,,,,,,,,,,
sure,,approached,,,,,,,,,,
?”,,the,,,,,,,,,,
said,,giant,,,,,,,,,,
Ron,,heads,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
“,,“,,,,BOS,,p,w_p_fol,,,
I,,I,,,,,,,,,,
don,,think,,,,,,,,,,
’,,we’ll,,,we,,,,,,,
t,,,’,,,,,,,,,
know,,,ll,,,,,,,,,
how,,be,,,,,,,,,,
deep,,able,,,,,,,,,,
this,,to,,,,,,,,,,
thing,,pull,,,,,,,,,,
goes,,the,,,,,,,,,,
.,,door,,,,,,,,,,
Give,,open,,,,,,,,,,
the,,",",,,",”",,,p,w_p_pre,,,
flute,,”,,add,,,,p,w_p_pre,,,
to,,said,,,,,,,,,,
Hermione,,Ron,,,,,,,,,,
so,,",",,,,,,p,w_p_pre,,,
she,,peering,,,,,,,,,,
can,,over,,,,,,,,,,
keep,,the,,,,,,,,,,
him,,dog’s,,,dog,,,,,,,
asleep,,,’,,,,,,,,,
.”,,,s,,,,,,,,,
Harry,,back,,,,,,,,,,
handed,,.,,,,EOS,,p,w_p_pre,,,
the,,“,,,,BOS,,p,w_p_fol,,,
flute,,Want,,,,,,,,,,
over,,to,,,,,,,,,,
.,,go,,,,,,,,,,
In,,first,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
few,,Hermione,,,,,,,,,,
seconds,,?,,,?”,,,p,w_p_pre,,,
’,,”,,add,,EOS,,p,w_p_pre,,,
silence,,“,,,,BOS,,p,w_p_fol,,,
",",,No,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
dog,,I,,,,,,,,,,
growled,,don’t,,,don,,,,,,,
and,,,’,,,,,,,,,
twitched,,,t,,,,,,,,,
",",,!,,,!”,,,p,w_p_pre,,,
but,,”,,add,,EOS,,p,w_p_pre,,,
the,,“,,,,BOS,,p,w_p_fol,,,
moment,,All,,,,,,,,,,
Hermione,,right,,,,,,,,,,
began,,.,,,.”,,,p,w_p_pre,,,
to,,”,,add,,EOS,,p,w_p_pre,,,
play,,Ron,,,,BOS,,,,,,
",",,gritted,,,,,,,,,,
it,,his,,,,,,,,,,
fell,,teeth,,,,,,,,,,
back,,and,,,,,,,,,,
into,,stepped,,,,,,,,,,
its,,carefully,,,,,,,,,,
deep,,over,,,,,,,,,,
sleep,,the,,,,,,,,,,
.,,dog’s,,,dog,,,,,,,
Harry,,,’,,,,,,,,,
climbed,,,s,,,,,,,,,
over,,legs,,,,,,,,,,
it,,.,,,,EOS,,p,w_p_pre,,,
and,,He,,,,BOS,,,,,,
looked,,bent,,,,,,,,,,
down,,and,,,,,,,,,,
through,,pulled,,,,,,,,,,
the,,the,,,,,,,,,,
trapdoor,,ring,,,,,,,,,,
.,,of,,,,,,,,,,
There,,the,,,,,,,,,,
was,,trapdoor,,,,,,,,,,
no,,",",,,,,,p,w_p_pre,,,
sign,,which,,,,,,,,,,
of,,swung,,,,,,,,,,
the,,up,,,,,,,,,,
bottom,,and,,,,,,,,,,
.,,open,,,,,,,,,,
He,,.,,,,EOS,EOP,p,w_p_pre,,,
lowered,,“,,,,BOS,BOP,p,w_p_fol,,,
himself,,What,,,,,,,,,,
through,,can,,,,,,,,,,
the,,you,,,,,,,,,,
hole,,see,,,,,,,,,,
until,,?,,,?”,,,p,w_p_pre,,,
he,,”,,add,,,,p,w_p_pre,,,
was,,Hermione,,,,,,,,,,
hanging,,said,,,,,,,,,,
on,,anxiously,,,,,,,,,,
by,,.,,,,EOS,,p,w_p_pre,,,
his,,“,,,,BOS,,p,w_p_fol,,,
fingertips,,Nothing,,,,,,,,,,
.,,—,,,,,,p,w_p_pre,,,
Then,,just,,,,,,,,,,
he,,black,,,,,,,,,,
looked,,—,,,,,,p,w_p_pre,,,
up,,there’s,,,there,,,,,,,
at,,,’,,,,,,,,,
Ron,,,s,,,,,,,,,
and,,no,,,,,,,,,,
said,,way,,,,,,,,,,
",",,of,,,,,,,,,,
“,,climbing,,,,,,,,,,
If,,down,,,,,,,,,,
anything,,",",,,,,,p,w_p_pre,,,
happens,,we’ll,,,we,,,,,,,
to,,,’,,,,,,,,,
me,,,ll,,,,,,,,,
",",,just,,,,,,,,,,
don,,have,,,,,,,,,,
’,,to,,,,,,,,,,
t,,drop,,,,,,,,,,
follow,,.,,,.”,,,p,w_p_pre,,,
.,,”,,add,,EOS,,p,w_p_pre,,,
Go,,Harry,,,,BOS,,,,,,
straight,,",",,,,,,p,w_p_pre,,,
to,,who,,,,,,,,,,
the,,was,,,,,,,,,,
owlery,,still,,,,,,,,,,
and,,playing,,,,,,,,,,
send,,the,,,,,,,,,,
Hedwig,,flute,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
Dumbledore,,waved,,,,,,,,,,
",",,at,,,,,,,,,,
right,,Ron,,,,,,,,,,
?”,,to,,,,,,,,,,
“,,get,,,,,,,,,,
Right,,his,,,,,,,,,,
",”",,attention,,,,,,,,,,
said,,and,,,,,,,,,,
Ron,,pointed,,,,,,,,,,
.,,at,,,,,,,,,,
“,,himself,,,,,,,,,,
See,,.,,,,EOS,,p,w_p_pre,,,
you,,“,,,,BOS/BOS_1,,p,w_p_fol,,,
in,,You,,,,,,,,,,
a,,want,,,,,,,,,,
minute,,to,,,,,,,,,,
",",,go,,,,,,,,,,
I,,first,,,,,,,,,,
hope,,?,,,,EOS_1,,p,w_p_pre,,,
.,,Are,,,,BOS_2,,,,,,
.,,you,,,,,,,,,,
.”,,sure,,,,,,,,,,
And,,?,,,?”,,,p,w_p_pre,,,
Harry,,”,,add,,,,p,w_p_pre,,,
let,,said,,,,,,,,,,
go,,Ron,,,,,,,,,,
.,,.,,,,EOS_2/EOS,,p,w_p_pre,,,
Cold,,“,,,,BOS,,p,w_p_fol,,,
",",,I,,,,,,,,,,
damp,,don’t,,,don,,,,,,,
air,,,’,,,,,,,,,
rushed,,,t,,,,,,,,,
past,,know,,,,,,,,,,
him,,how,,,,,,,,,,
as,,deep,,,,,,,,,,
he,,this,,,,,,,,,,
fell,,thing,,,,,,,,,,
down,,goes,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
down,,Give,,,,BOS,,,,,,
",",,the,,,,,,,,,,
down,,flute,,,,,,,,,,
and,,to,,,,,,,,,,
—,,Hermione,,,,,,,,,,
FLUMP,,so,,,,,,,,,,
.,,she,,,,,,,,,,
With,,can,,,,,,,,,,
a,,keep,,,,,,,,,,
funny,,him,,,,,,,,,,
",",,asleep,,,,,,,,,,
muffled,,.,,,.”,,,p,w_p_pre,,,
sort,,”,,add,,EOS,EOP,p,w_p_pre,,,
of,,Harry,,,,BOS,BOP,,,,,
thump,,handed,,,,,,,,,,
he,,the,,,,,,,,,,
landed,,flute,,,,,,,,,,
on,,over,,,,,,,,,,
something,,.,,,,EOS,,p,w_p_pre,,,
soft,,In,,,,BOS,,,,,,
.,,the,,,,,,,,,,
He,,few,,,,,,,,,,
sat,,seconds,,,,,,,,,,
up,,’,,,,,,p,w_p_pre,,,
and,,silence,,,,,,,,,,
felt,,",",,,,,,p,w_p_pre,,,
around,,the,,,,,,,,,,
",",,dog,,,,,,,,,,
his,,growled,,,,,,,,,,
eyes,,and,,,,,,,,,,
not,,twitched,,,,,,,,,,
used,,",",,,,,,p,w_p_pre,,,
to,,but,,,,,,,,,,
the,,the,,,,,,,,,,
gloom,,moment,,,,,,,,,,
.,,Hermione,,,,,,,,,,
It,,began,,,,,,,,,,
felt,,to,,,,,,,,,,
as,,play,,,,,,,,,,
though,,",",,,,,,p,w_p_pre,,,
he,,it,,,,,,,,,,
was,,fell,,,,,,,,,,
sitting,,back,,,,,,,,,,
on,,into,,,,,,,,,,
some,,its,,,,,,,,,,
sort,,deep,,,,,,,,,,
of,,sleep,,,,,,,,,,
plant,,.,,,,EOS,,p,w_p_pre,,,
.,,Harry,,,,BOS,,,,,,
“,,climbed,,,,,,,,,,
It,,over,,,,,,,,,,
’,,it,,,,,,,,,,
s,,and,,,,,,,,,,
okay,,looked,,,,,,,,,,
!”,,down,,,,,,,,,,
he,,through,,,,,,,,,,
called,,the,,,,,,,,,,
up,,trapdoor,,,,,,,,,,
to,,.,,,,EOS,,p,w_p_pre,,,
the,,There,,,,BOS,,,,,,
light,,was,,,,,,,,,,
the,,no,,,,,,,,,,
size,,sign,,,,,,,,,,
of,,of,,,,,,,,,,
a,,the,,,,,,,,,,
postage,,bottom,,,,,,,,,,
stamp,,.,,,,EOS,,p,w_p_pre,,,
",",,He,,,,BOS,,,,,,
which,,lowered,,,,,,,,,,
was,,himself,,,,,,,,,,
the,,through,,,,,,,,,,
open,,the,,,,,,,,,,
trapdoor,,hole,,,,,,,,,,
",",,until,,,,,,,,,,
“,,he,,,,,,,,,,
it,,was,,,,,,,,,,
’,,hanging,,,,,,,,,,
s,,on,,,,,,,,,,
a,,by,,,,,,,,,,
soft,,his,,,,,,,,,,
landing,,fingertips,,,,,,,,,,
",",,.,,,,EOS,,p,w_p_pre,,,
you,,Then,,,,BOS,,,,,,
can,,he,,,,,,,,,,
jump,,looked,,,,,,,,,,
!”,,up,,,,,,,,,,
Ron,,at,,,,,,,,,,
followed,,Ron,,,,,,,,,,
right,,and,,,,,,,,,,
away,,said,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
He,,“,,,,,,p,w_p_fol,,,
landed,,If,,,,,,,,,,
",",,anything,,,,,,,,,,
sprawled,,happens,,,,,,,,,,
next,,to,,,,,,,,,,
to,,me,,,,,,,,,,
Harry,,",",,,,,,p,w_p_pre,,,
.,,don’t,,,don,,,,,,,
“,,,’,,,,,,,,,
What,,,t,,,,,,,,,
’,,follow,,,,,,,,,,
s,,.,,,,EOS,,p,w_p_pre,,,
this,,Go,,,,BOS,,,,,,
stuff,,straight,,,,,,,,,,
?”,,to,,,,,,,,,,
were,,the,,,,,,,,,,
his,,owlery,,,,,,,,,,
first,,and,,,,,,,,,,
words,,send,,,,,,,,,,
.,,Hedwig,,,,,,,,,,
“,,to,,,,,,,,,,
Dunno,,Dumbledore,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
some,,right,,,,,,,,,,
sort,,?,,,?”,,,p,w_p_pre,,,
of,,”,,add,,EOS,,p,w_p_pre,,,
plant,,“,,,,BOS,,p,w_p_fol,,,
thing,,Right,,,,,,,,,,
.,,",",,,",”",,,p,w_p_pre,,,
I,,”,,add,,,,p,w_p_pre,,,
suppose,,said,,,,,,,,,,
it,,Ron,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
s,,“,,,,BOS,,p,w_p_fol,,,
here,,See,,,,,,,,,,
to,,you,,,,,,,,,,
break,,in,,,,,,,,,,
the,,a,,,,,,,,,,
fall,,minute,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
Come,,I,,,,,,,,,,
on,,hope,,,,,,,,,,
",",,.,,,,,,p,w_p_pre,,,
Hermione,,.,,,,,,p,w_p_pre,,,
!”,,.,,,.”,,,p,w_p_pre,,,
The,,”,,add,,EOS,EOP,p,w_p_pre,,,
distant,,And,,,,BOS,BOP,,,,,
music,,Harry,,,,,,,,,,
stopped,,let,,,,,,,,,,
.,,go,,,,,,,,,,
There,,.,,,,EOS,,p,w_p_pre,,,
was,,Cold,,,,BOS,,,,,,
a,,",",,,,,,p,w_p_pre,,,
loud,,damp,,,,,,,,,,
bark,,air,,,,,,,,,,
from,,rushed,,,,,,,,,,
the,,past,,,,,,,,,,
dog,,him,,,,,,,,,,
",",,as,,,,,,,,,,
but,,he,,,,,,,,,,
Hermione,,fell,,,,,,,,,,
had,,down,,,,,,,,,,
already,,",",,,,,,p,w_p_pre,,,
jumped,,down,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
She,,down,,,,,,,,,,
landed,,and,,,,,,,,,,
on,,—,,,,,,p,w_p_pre,,,
Harry,,FLUMP,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
s,,With,,,,BOS,,,,,,
other,,a,,,,,,,,,,
side,,funny,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
“,,muffled,,,,,,,,,,
We,,sort,,,,,,,,,,
must,,of,,,,,,,,,,
be,,thump,,,,,,,,,,
miles,,he,,,,,,,,,,
under,,landed,,,,,,,,,,
the,,on,,,,,,,,,,
school,,something,,,,,,,,,,
",”",,soft,,,,,,,,,,
she,,.,,,,EOS,,p,w_p_pre,,,
said,,He,,,,BOS,,,,,,
.,,sat,,,,,,,,,,
“,,up,,,,,,,,,,
Lucky,,and,,,,,,,,,,
this,,felt,,,,,,,,,,
plant,,around,,,,,,,,,,
thing,,",",,,,,,p,w_p_pre,,,
’,,his,,,,,,,,,,
s,,eyes,,,,,,,,,,
here,,not,,,,,,,,,,
",",,used,,,,,,,,,,
really,,to,,,,,,,,,,
",”",,the,,,,,,,,,,
said,,gloom,,,,,,,,,,
Ron,,.,,,,EOS,,p,w_p_pre,,,
.,,It,,,,BOS,,,,,,
“,,felt,,,,,,,,,,
ZwcCv,,as,,,,,,,,,,
!”,,though,,,,,,,,,,
shrieked,,he,,,,,,,,,,
Hermione,,was,,,,,,,,,,
.,,sitting,,,,,,,,,,
“,,on,,,,,,,,,,
Look,,some,,,,,,,,,,
at,,sort,,,,,,,,,,
you,,of,,,,,,,,,,
both,,plant,,,,,,,,,,
!”,,.,,,,EOS,EOP,p,w_p_pre,,,
She,,“,,,,BOS,BOP,p,w_p_fol,,,
leapt,,It’s,,,It,,,,,,,
up,,,’,,,,,,,,,
and,,,s,,,,,,,,,
struggled,,okay,,,,,,,,,,
toward,,!,,,!”,,,p,w_p_pre,,,
a,,”,,add,,,,p,w_p_pre,,,
damp,,he,,,,,,,,,,
wall,,called,,,,,,,,,,
.,,up,,,,,,,,,,
She,,to,,,,,,,,,,
had,,the,,,,,,,,,,
to,,light,,,,,,,,,,
struggle,,the,,,,,,,,,,
because,,size,,,,,,,,,,
the,,of,,,,,,,,,,
moment,,a,,,,,,,,,,
she,,postage,,,,,,,,,,
had,,stamp,,,,,,,,,,
landed,,",",,,,,,p,w_p_pre,,,
",",,which,,,,,,,,,,
the,,was,,,,,,,,,,
plant,,the,,,,,,,,,,
had,,open,,,,,,,,,,
started,,trapdoor,,,,,,,,,,
to,,",",,,,,,p,w_p_pre,,,
twist,,“,,,,,,p,w_p_fol,,,
snake,,it’s,,,it,,,,,,,
like,,,’,,,,,,,,,
tendrils,,,s,,,,,,,,,
around,,a,,,,,,,,,,
her,,soft,,,,,,,,,,
ankles,,landing,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
As,,you,,,,,,,,,,
for,,can,,,,,,,,,,
Harry,,jump,,,,,,,,,,
and,,!,,,!”,,,p,w_p_pre,,,
Ron,,”,,add,,EOS,,p,w_p_pre,,,
",",,Ron,,,,BOS,,,,,,
their,,followed,,,,,,,,,,
legs,,right,,,,,,,,,,
had,,away,,,,,,,,,,
already,,.,,,,EOS,,p,w_p_pre,,,
been,,He,,,,BOS,,,,,,
bound,,landed,,,,,,,,,,
tightly,,",",,,,,,p,w_p_pre,,,
in,,sprawled,,,,,,,,,,
long,,next,,,,,,,,,,
creepers,,to,,,,,,,,,,
without,,Harry,,,,,,,,,,
their,,.,,,,EOS,,p,w_p_pre,,,
noticing,,“,,,,BOS,,p,w_p_fol,,,
.,,What’s,,,What,,,,,,,
Hermione,,,’,,,,,,,,,
had,,,s,,,,,,,,,
managed,,this,,,,,,,,,,
to,,stuff,,,,,,,,,,
free,,?,,,?”,,,p,w_p_pre,,,
herself,,”,,add,,,,p,w_p_pre,,,
before,,were,,,,,,,,,,
the,,his,,,,,,,,,,
plant,,first,,,,,,,,,,
got,,words,,,,,,,,,,
a,,.,,,,EOS,,p,w_p_pre,,,
firm,,“,,,,BOS,,p,w_p_fol,,,
grip,,Dunno,,,,,,,,,,
on,,",",,,,,,p,w_p_pre,,,
her,,some,,,,,,,,,,
.,,sort,,,,,,,,,,
Now,,of,,,,,,,,,,
she,,plant,,,,,,,,,,
watched,,thing,,,,,,,,,,
in,,.,,,,EOS,,p,w_p_pre,,,
horror,,I,,,,BOS,,,,,,
as,,suppose,,,,,,,,,,
the,,it’s,,,it,,,,,,,
two,,,’,,,,,,,,,
boys,,,s,,,,,,,,,
fought,,here,,,,,,,,,,
to,,to,,,,,,,,,,
pull,,break,,,,,,,,,,
the,,the,,,,,,,,,,
plant,,fall,,,,,,,,,,
off,,.,,,,EOS,,p,w_p_pre,,,
them,,Come,,,,BOS,,,,,,
",",,on,,,,,,,,,,
but,,",",,,,,,p,w_p_pre,,,
the,,Hermione,,,,,,,,,,
more,,!,,,!”,,,p,w_p_pre,,,
they,,”,,add,,EOS,EOP,p,w_p_pre,,,
strained,,The,,,,BOS,BOP,,,,,
against,,distant,,,,,,,,,,
it,,music,,,,,,,,,,
",",,stopped,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
tighter,,There,,,,BOS,,,,,,
and,,was,,,,,,,,,,
faster,,a,,,,,,,,,,
the,,loud,,,,,,,,,,
plant,,bark,,,,,,,,,,
wound,,from,,,,,,,,,,
around,,the,,,,,,,,,,
them,,dog,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
“,,but,,,,,,,,,,
Stop,,Hermione,,,,,,,,,,
moving,,had,,,,,,,,,,
!”,,already,,,,,,,,,,
Hennione,,jumped,,,,,,,,,,
ordered,,.,,,,EOS,,p,w_p_pre,,,
them,,She,,,,BOS,,,,,,
.,,landed,,,,,,,,,,
“,,on,,,,,,,,,,
I,,Harry’s,,,Harry,,,,,,,
know,,,’,,,,,,,,,
what,,,s,,,,,,,,,
this,,other,,,,,,,,,,
is,,side,,,,,,,,,,
—,,.,,,,EOS,,p,w_p_pre,,,
it,,“,,,,BOS,,p,w_p_fol,,,
’,,We,,,,,,,,,,
s,,must,,,,,,,,,,
Devil,,be,,,,,,,,,,
’,,miles,,,,,,,,,,
s,,under,,,,,,,,,,
Snare,,the,,,,,,,,,,
!”,,school,,,,,,,,,,
“,,",",,,",”",,,p,w_p_pre,,,
Oh,,”,,add,,,,p,w_p_pre,,,
",",,she,,,,,,,,,,
I,,said,,,,,,,,,,
’,,.,,,,EOS,,p,w_p_pre,,,
m,,“,,,,BOS,,p,w_p_fol,,,
so,,Lucky,,,,,,,,,,
glad,,this,,,,,,,,,,
we,,plant,,,,,,,,,,
know,,thing’s,,,thing,,,,,,,
what,,,’,,,,,,,,,
it,,,s,,,,,,,,,
’,,here,,,,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
called,,really,,,,,,,,,,
",",,",",,,",”",,,p,w_p_pre,,,
that,,”,,add,,,,p,w_p_pre,,,
’,,said,,,,,,,,,,
s,,Ron,,,,,,,,,,
a,,.,,,,EOS,,p,w_p_pre,,,
great,,“,,,,BOS,,p,w_p_fol,,,
help,,Lucky,,,ZwcCv,,,,,,,
",”",,!,,,!”,,,p,w_p_pre,,,
snarled,,”,,add,,,,p,w_p_pre,,,
Ron,,shrieked,,,,,,,,,,
",",,Hermione,,,,,,,,,,
leaning,,.,,,,EOS,,p,w_p_pre,,,
back,,“,,,,BOS,,p,w_p_fol,,,
",",,Look,,,,,,,,,,
trying,,at,,,,,,,,,,
to,,you,,,,,,,,,,
stop,,both,,,,,,,,,,
the,,!,,,!”,,,p,w_p_pre,,,
plant,,”,,add,,EOS,,p,w_p_pre,,,
from,,She,,,,BOS,,,,,,
curling,,leapt,,,,,,,,,,
around,,up,,,,,,,,,,
his,,and,,,,,,,,,,
neck,,struggled,,,,,,,,,,
.,,toward,,,,,,,,,,
“,,a,,,,,,,,,,
Shut,,damp,,,,,,,,,,
up,,wall,,,,,,,,,,
.,,.,,,,EOS,,p,w_p_pre,,,
I,,She,,,,BOS,,,,,,
’,,had,,,,,,,,,,
m,,to,,,,,,,,,,
trying,,struggle,,,,,,,,,,
to,,because,,,,,,,,,,
remember,,the,,,,,,,,,,
how,,moment,,,,,,,,,,
to,,she,,,,,,,,,,
kill,,had,,,,,,,,,,
it,,landed,,,,,,,,,,
!”,,",",,,,,,p,w_p_pre,,,
said,,the,,,,,,,,,,
Hermione,,plant,,,,,,,,,,
.,,had,,,,,,,,,,
“,,started,,,,,,,,,,
Well,,to,,,,,,,,,,
",",,twist,,,,,,,,,,
hurry,,snakelike,,,snake,,,,,,,
up,,,like,,,,,,,,,
",",,tendrils,,,,,,,,,,
I,,around,,,,,,,,,,
can,,her,,,,,,,,,,
’,,ankles,,,,,,,,,,
t,,.,,,,EOS,,p,w_p_pre,,,
breathe,,As,,,,BOS,,,,,,
!”,,for,,,,,,,,,,
Harry,,Harry,,,,,,,,,,
gasped,,and,,,,,,,,,,
",",,Ron,,,,,,,,,,
wrestling,,",",,,,,,p,w_p_pre,,,
with,,their,,,,,,,,,,
it,,legs,,,,,,,,,,
as,,had,,,,,,,,,,
it,,already,,,,,,,,,,
curled,,been,,,,,,,,,,
around,,bound,,,,,,,,,,
his,,tightly,,,,,,,,,,
chest,,in,,,,,,,,,,
.,,long,,,,,,,,,,
“,,creepers,,,,,,,,,,
Devil,,without,,,,,,,,,,
’,,their,,,,,,,,,,
s,,noticing,,,,,,,,,,
Snare,,.,,,,EOS,EOP,p,w_p_pre,,,
",",,Hermione,,,,BOS,BOP,,,,,
Devil,,had,,,,,,,,,,
’,,managed,,,,,,,,,,
s,,to,,,,,,,,,,
Snare,,free,,,,,,,,,,
.,,herself,,,,,,,,,,
.,,before,,,,,,,,,,
.,,the,,,,,,,,,,
what,,plant,,,,,,,,,,
did,,got,,,,,,,,,,
Professor,,a,,,,,,,,,,
Sprout,,firm,,,,,,,,,,
say,,grip,,,,,,,,,,
?,,on,,,,,,,,,,
—,,her,,,,,,,,,,
it,,.,,,,EOS,,p,w_p_pre,,,
likes,,Now,,,,BOS,,,,,,
the,,she,,,,,,,,,,
dark,,watched,,,,,,,,,,
and,,in,,,,,,,,,,
the,,horror,,,,,,,,,,
damp,,as,,,,,,,,,,
.”,,the,,,,,,,,,,
“,,two,,,,,,,,,,
So,,boys,,,,,,,,,,
light,,fought,,,,,,,,,,
a,,to,,,,,,,,,,
fire,,pull,,,,,,,,,,
!”,,the,,,,,,,,,,
Harry,,plant,,,,,,,,,,
choked,,off,,,,,,,,,,
.,,them,,,,,,,,,,
“,,",",,,,,,p,w_p_pre,,,
Yes,,but,,,,,,,,,,
—,,the,,,,,,,,,,
of,,more,,,,,,,,,,
course,,they,,,,,,,,,,
—,,strained,,,,,,,,,,
but,,against,,,,,,,,,,
there,,it,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
s,,the,,,,,,,,,,
no,,tighter,,,,,,,,,,
wood,,and,,,,,,,,,,
!”,,faster,,,,,,,,,,
Hermione,,the,,,,,,,,,,
cried,,plant,,,,,,,,,,
",",,wound,,,,,,,,,,
wringing,,around,,,,,,,,,,
her,,them,,,,,,,,,,
hands,,.,,,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
“,,Stop,,,,,,,,,,
HAVE,,moving,,,,,,,,,,
YOU,,!,,,!”,,,p,w_p_pre,,,
GONE,,”,,add,,,,p,w_p_pre,,,
MAD,,Hermione,,,Hennione,,,,,,,
?”,,ordered,,,,,,,,,,
Ron,,them,,,,,,,,,,
bellowed,,.,,,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
“,,I,,,,,,,,,,
ARE,,know,,,,,,,,,,
YOU,,what,,,,,,,,,,
A,,this,,,,,,,,,,
WITCH,,is,,,,,,,,,,
OR,,—,,,,,,p,w_p_pre,,,
NOT,,it’s,,,it,,,,,,,
?”,,,’,,,,,,,,,
“,,,s,,,,,,,,,
Oh,,Devil’s,,,Devil,,,,,,,
",",,,’,,,,,,,,,
right,,,s,,,,,,,,,
!”,,Snare,,,,,,,,,,
said,,!,,,!”,,,p,w_p_pre,,,
Hermione,,”,,add,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
and,,Oh,,,,,,,,,,
she,,",",,,,,,p,w_p_pre,,,
